id_venda,data_venda,mes,ano,trimestre,dia_semana,categoria,produto,marca,preco_unitario,quantidade,desconto_percentual,valor_desconto,valor_total,custo_unitario,margem_bruta,forma_pagamento,regiao,cidade,canal_venda,avaliacao_cliente,devolvido
VND004686,2025-07-10,7,2025,3,Thursday,Micro-ondas,Micro-ondas 20L,Panasonic,336.45,1,0,0.0,336.45,187.36,149.09,Boleto,Sudeste,Campinas,Loja Fisica,,0
VND004687,2025-07-10,7,2025,3,Thursday,Aspiradores,Aspirador Vertical,Britania,559.11,2,10,111.82,1006.4,307.12,392.16,Cartao Credito,Centro-Oeste,Brasilia,E-commerce,4.0,0
VND004688,2025-07-10,7,2025,3,Thursday,Smartphones,Smartphone Entry 64GB,Realme,664.79,1,0,0.0,664.79,373.96,290.83,Financiamento,Sul,Londrina,Televendas,5.0,0
VND004689,2025-07-10,7,2025,3,Thursday,Ar Condicionado,Ar 18000 BTU Split,Samsung,2619.6,1,0,0.0,2619.6,1362.29,1257.31,Boleto,Nordeste,Salvador,Loja Fisica,2.0,0
VND004690,2025-07-10,7,2025,3,Thursday,Ar Condicionado,Ar 18000 BTU Split,Daikin,2683.43,2,0,0.0,5366.86,1423.21,2520.44,PIX,Sul,Joinville,Loja Fisica,5.0,0
VND004691,2025-07-10,7,2025,3,Thursday,Tablets,"Tablet 10"" 64GB",Amazon,1084.25,1,0,0.0,1084.25,645.12,439.13,PIX,Sudeste,Rio de Janeiro,E-commerce,4.0,0
VND004692,2025-07-10,7,2025,3,Thursday,Smartphones,Smartphone Entry 64GB,Xiaomi,662.44,1,5,33.12,629.32,374.05,255.27,PIX,Sudeste,Guarulhos,E-commerce,4.0,0
VND004693,2025-07-10,7,2025,3,Thursday,Fogoes,Fogao 5 Bocas Inox,Atlas,970.9,1,0,0.0,970.9,560.01,410.89,Cartao Debito,Sudeste,Campinas,Loja Fisica,,0
VND004694,2025-07-10,7,2025,3,Thursday,Micro-ondas,Micro-ondas 20L,Consul,351.56,1,5,17.58,333.98,189.73,144.25,Financiamento,Sudeste,Sao Paulo,Televendas,,0
VND004695,2025-07-10,7,2025,3,Thursday,Lavadoras,Lava e Seca 13kg,LG,3141.05,1,0,0.0,3141.05,1941.75,1199.3,Cartao Credito,Nordeste,Recife,E-commerce,1.0,0
VND004696,2025-07-10,7,2025,3,Thursday,Fogoes,Fogao 4 Bocas,Brastemp,628.43,1,0,0.0,628.43,368.8,259.63,PIX,Sudeste,Campinas,Loja Fisica,,0
VND004697,2025-07-10,7,2025,3,Thursday,Aspiradores,Aspirador Vertical,Electrolux,523.19,2,10,104.64,941.74,302.62,336.5,Boleto,Nordeste,Fortaleza,E-commerce,5.0,0
VND004698,2025-07-10,7,2025,3,Thursday,Ar Condicionado,Ar 24000 BTU Split,LG,3110.13,1,0,0.0,3110.13,1870.92,1239.21,Financiamento,Nordeste,Fortaleza,Loja Fisica,,0
VND004699,2025-07-10,7,2025,3,Thursday,Lavadoras,Lava e Seca 13kg,Brastemp,3182.84,1,5,159.14,3023.7,1863.63,1160.07,Cartao Credito,Sudeste,Belo Horizonte,Televendas,,0
VND004700,2025-07-10,7,2025,3,Thursday,Refrigeradores,Geladeira 400L Duplex,Brastemp,3033.91,1,5,151.7,2882.21,1521.71,1360.5,PIX,Sudeste,Sao Paulo,Loja Fisica,5.0,0
VND004701,2025-07-10,7,2025,3,Thursday,Micro-ondas,Micro-ondas 20L,Brastemp,317.75,1,0,0.0,317.75,195.95,121.8,Boleto,Sudeste,Rio de Janeiro,App Mobile,,0
VND004702,2025-07-10,7,2025,3,Thursday,Lavadoras,Lavadora 12kg,Brastemp,1679.15,1,0,0.0,1679.15,887.98,791.17,Cartao Credito,Nordeste,Salvador,Televendas,5.0,0
VND004703,2025-07-10,7,2025,3,Thursday,Televisores,"TV 75"" 4K Smart",Samsung,8169.19,1,20,1633.84,6535.35,4274.94,2260.41,Financiamento,Sul,Porto Alegre,E-commerce,2.0,0
VND004704,2025-07-10,7,2025,3,Thursday,Smartphones,Smartphone Mid 128GB,Motorola,1283.18,1,10,128.32,1154.86,698.51,456.35,Cartao Credito,Sudeste,Sao Paulo,App Mobile,2.0,0
VND004705,2025-07-10,7,2025,3,Thursday,Ar Condicionado,Ar 24000 BTU Split,LG,3234.6,1,0,0.0,3234.6,1730.16,1504.44,Cartao Credito,Sudeste,Sao Paulo,Loja Fisica,,0
VND004706,2025-07-10,7,2025,3,Thursday,Refrigeradores,Geladeira 400L Duplex,LG,2922.65,2,10,584.53,5260.77,1609.38,2042.01,Boleto,Nordeste,Maceio,Loja Fisica,4.0,0
VND004707,2025-07-10,7,2025,3,Thursday,Micro-ondas,Micro-ondas 20L,Brastemp,349.64,1,5,17.48,332.16,197.37,134.79,PIX,Sudeste,Belo Horizonte,E-commerce,3.0,0
VND004708,2025-07-11,7,2025,3,Friday,Ar Condicionado,Ar 18000 BTU Split,Daikin,2269.75,1,15,340.46,1929.29,1392.31,536.98,Boleto,Nordeste,Fortaleza,Televendas,4.0,0
VND004709,2025-07-11,7,2025,3,Friday,Fogoes,Fogao 4 Bocas,Consul,629.01,1,20,125.8,503.21,388.46,114.75,Cartao Credito,Sudeste,Guarulhos,App Mobile,,0
VND004710,2025-07-11,7,2025,3,Friday,Televisores,"TV 65"" OLED",Philips,5689.25,1,0,0.0,5689.25,3092.17,2597.08,Cartao Debito,Sudeste,Belo Horizonte,App Mobile,,0
VND004711,2025-07-11,7,2025,3,Friday,Smartphones,Smartphone Mid 128GB,Realme,1249.04,1,15,187.36,1061.68,726.47,335.21,Cartao Debito,Sudeste,Campinas,E-commerce,4.0,0
VND004712,2025-07-11,7,2025,3,Friday,Lavadoras,Lava e Seca 11kg,LG,2845.7,1,5,142.28,2703.42,1531.57,1171.85,Cartao Debito,Centro-Oeste,Anapolis,Loja Fisica,,0
VND004713,2025-07-11,7,2025,3,Friday,Refrigeradores,Frigobar 80L,Electrolux,802.76,1,0,0.0,802.76,432.25,370.51,Cartao Credito,Nordeste,Salvador,Televendas,5.0,0
VND004714,2025-07-11,7,2025,3,Friday,Notebooks,Notebook Gaming RTX,Samsung,7728.07,1,0,0.0,7728.07,4199.35,3528.72,Cartao Debito,Nordeste,Recife,E-commerce,5.0,0
VND004715,2025-07-11,7,2025,3,Friday,Notebooks,Notebook i5 8GB,Lenovo,2571.44,1,0,0.0,2571.44,1429.81,1141.63,Cartao Credito,Sul,Florianopolis,Loja Fisica,,0
VND004716,2025-07-11,7,2025,3,Friday,Fogoes,Fogao 6 Bocas,Brastemp,1346.03,2,5,134.6,2557.46,775.27,1006.92,Cartao Credito,Norte,Porto Velho,E-commerce,4.0,0
VND004717,2025-07-11,7,2025,3,Friday,Ar Condicionado,Ar 12000 BTU Split,Daikin,1837.76,1,20,367.55,1470.21,992.01,478.2,Cartao Credito,Nordeste,Fortaleza,E-commerce,3.0,0
VND004718,2025-07-11,7,2025,3,Friday,Refrigeradores,Frigobar 80L,Samsung,784.23,1,20,156.85,627.38,418.91,208.47,Financiamento,Sudeste,Rio de Janeiro,E-commerce,5.0,1
VND004719,2025-07-11,7,2025,3,Friday,Aspiradores,Aspirador Vertical,Philips,555.43,1,0,0.0,555.43,296.4,259.03,PIX,Norte,Belem,Loja Fisica,,0
VND004720,2025-07-11,7,2025,3,Friday,Fogoes,Fogao 4 Bocas,Electrolux,715.93,1,5,35.8,680.13,385.33,294.8,PIX,Sudeste,Sao Paulo,E-commerce,,0
VND004721,2025-07-11,7,2025,3,Friday,Lavadoras,Lava e Seca 11kg,Samsung,2893.11,1,0,0.0,2893.11,1556.08,1337.03,Boleto,Nordeste,Maceio,App Mobile,,0
VND004722,2025-07-11,7,2025,3,Friday,Tablets,"Tablet 8"" 32GB",Apple,693.62,2,5,69.36,1317.88,398.15,521.58,Cartao Debito,Centro-Oeste,Campo Grande,E-commerce,,0
VND004723,2025-07-11,7,2025,3,Friday,Lavadoras,Lavadora 12kg,LG,1631.04,1,5,81.55,1549.49,903.01,646.48,Cartao Debito,Centro-Oeste,Brasilia,E-commerce,4.0,0
VND004724,2025-07-11,7,2025,3,Friday,Aspiradores,Aspirador Robot,Britania,1362.39,2,0,0.0,2724.78,859.25,1006.28,Financiamento,Nordeste,Natal,E-commerce,4.0,0
VND004725,2025-07-11,7,2025,3,Friday,Fogoes,Fogao 6 Bocas,Fischer,1393.28,1,5,69.66,1323.62,777.58,546.04,Cartao Debito,Sul,Porto Alegre,E-commerce,,0
VND004726,2025-07-11,7,2025,3,Friday,Refrigeradores,Geladeira 500L French Door,Samsung,5076.02,1,0,0.0,5076.02,2978.49,2097.53,Boleto,Centro-Oeste,Anapolis,Loja Fisica,5.0,0
VND004727,2025-07-11,7,2025,3,Friday,Refrigeradores,Geladeira 500L French Door,Samsung,5772.05,1,0,0.0,5772.05,2904.31,2867.74,Cartao Credito,Sudeste,Guarulhos,App Mobile,,0
VND004728,2025-07-11,7,2025,3,Friday,Ar Condicionado,Ar 9000 BTU Split,Springer,1431.78,1,5,71.59,1360.19,748.76,611.43,Financiamento,Nordeste,Recife,Loja Fisica,,0
VND004729,2025-07-11,7,2025,3,Friday,Televisores,"TV 65"" OLED",Philips,4933.34,1,0,0.0,4933.34,2987.57,1945.77,Cartao Credito,Centro-Oeste,Cuiaba,E-commerce,5.0,0
VND004730,2025-07-11,7,2025,3,Friday,Tablets,"Tablet 8"" 32GB",Amazon,728.44,1,15,109.27,619.17,395.77,223.4,PIX,Nordeste,Recife,E-commerce,,0
VND004731,2025-07-11,7,2025,3,Friday,Aspiradores,Aspirador Po 1200W,Xiaomi,303.63,1,0,0.0,303.63,170.13,133.5,Financiamento,Norte,Porto Velho,Loja Fisica,,0
VND004732,2025-07-11,7,2025,3,Friday,Televisores,"TV 65"" OLED",Samsung,5439.21,2,10,1087.84,9790.58,2994.04,3802.5,PIX,Sudeste,Campinas,Loja Fisica,,0
VND004733,2025-07-11,7,2025,3,Friday,Notebooks,Notebook i7 16GB,Samsung,4130.94,3,0,0.0,12392.82,2319.33,5434.83,Boleto,Centro-Oeste,Campo Grande,E-commerce,5.0,0
VND004734,2025-07-11,7,2025,3,Friday,Ar Condicionado,Ar 24000 BTU Split,Daikin,3215.36,1,10,321.54,2893.82,1750.92,1142.9,Boleto,Nordeste,Salvador,Loja Fisica,,0
VND004735,2025-07-11,7,2025,3,Friday,Televisores,"TV 65"" OLED",Samsung,5630.66,2,10,1126.13,10135.19,2879.35,4376.49,Cartao Debito,Sul,Joinville,Loja Fisica,4.0,0
VND004736,2025-07-12,7,2025,3,Saturday,Tablets,"Tablet 10"" 64GB",Apple,1051.59,1,0,0.0,1051.59,652.82,398.77,Cartao Credito,Sudeste,Guarulhos,E-commerce,1.0,0
VND004737,2025-07-12,7,2025,3,Saturday,Refrigeradores,Geladeira 300L Frost Free,LG,1951.26,2,5,195.13,3707.39,1024.38,1658.63,Financiamento,Nordeste,Natal,Loja Fisica,,0
VND004738,2025-07-12,7,2025,3,Saturday,Notebooks,Notebook Gaming RTX,Lenovo,7471.02,1,0,0.0,7471.02,3978.99,3492.03,PIX,Nordeste,Maceio,E-commerce,,0
VND004739,2025-07-12,7,2025,3,Saturday,Aspiradores,Aspirador Po 1200W,Philips,263.62,1,10,26.36,237.26,170.57,66.69,Cartao Credito,Sudeste,Campinas,Televendas,5.0,0
VND004740,2025-07-12,7,2025,3,Saturday,Ar Condicionado,Ar 12000 BTU Split,Springer,1687.11,1,10,168.71,1518.4,1020.36,498.04,Boleto,Nordeste,Maceio,Loja Fisica,4.0,0
VND004741,2025-07-12,7,2025,3,Saturday,Refrigeradores,Frigobar 80L,Samsung,734.84,1,5,36.74,698.1,445.63,252.47,Cartao Credito,Nordeste,Recife,E-commerce,,0
VND004742,2025-07-12,7,2025,3,Saturday,Ar Condicionado,Ar 24000 BTU Split,Daikin,3189.05,1,0,0.0,3189.05,1744.97,1444.08,Boleto,Sudeste,Sao Paulo,App Mobile,,0
VND004743,2025-07-12,7,2025,3,Saturday,Televisores,"TV 32"" LED",Sony,958.32,1,10,95.83,862.49,526.96,335.53,Financiamento,Sul,Porto Alegre,E-commerce,4.0,0
VND004744,2025-07-12,7,2025,3,Saturday,Fogoes,Fogao 6 Bocas,Fischer,1375.91,2,5,137.59,2614.23,737.62,1138.99,Cartao Credito,Sudeste,Campinas,Loja Fisica,2.0,0
VND004745,2025-07-12,7,2025,3,Saturday,Smartphones,Smartphone Top 256GB,Apple,2351.59,2,15,705.48,3997.7,1391.44,1214.82,Cartao Credito,Sudeste,Belo Horizonte,Loja Fisica,4.0,0
VND004746,2025-07-12,7,2025,3,Saturday,Smartphones,Smartphone Top 256GB,Motorola,2413.46,1,5,120.67,2292.79,1351.63,941.16,PIX,Sudeste,Guarulhos,Loja Fisica,,0
VND004747,2025-07-12,7,2025,3,Saturday,Aspiradores,Aspirador Vertical,Britania,493.25,1,10,49.33,443.92,292.69,151.23,Cartao Debito,Sul,Florianopolis,Loja Fisica,4.0,1
VND004748,2025-07-12,7,2025,3,Saturday,Aspiradores,Aspirador Robot,Philips,1450.33,1,0,0.0,1450.33,801.29,649.04,Boleto,Sudeste,Guarulhos,E-commerce,,0
VND004749,2025-07-12,7,2025,3,Saturday,Aspiradores,Aspirador Vertical,Britania,497.81,1,0,0.0,497.81,290.5,207.31,PIX,Centro-Oeste,Goiania,Loja Fisica,2.0,0
VND004750,2025-07-12,7,2025,3,Saturday,Fogoes,Fogao 6 Bocas,Atlas,1400.92,3,0,0.0,4202.76,743.21,1973.13,Cartao Credito,Sul,Joinville,E-commerce,,0
VND004751,2025-07-12,7,2025,3,Saturday,Fogoes,Fogao 5 Bocas Inox,Fischer,942.17,1,10,94.22,847.95,553.91,294.04,Cartao Credito,Sudeste,Rio de Janeiro,Loja Fisica,5.0,0
VND004752,2025-07-12,7,2025,3,Saturday,Ar Condicionado,Ar 24000 BTU Split,Midea,3150.1,1,0,0.0,3150.1,1840.97,1309.13,Cartao Credito,Sudeste,Guarulhos,Loja Fisica,4.0,0
VND004753,2025-07-12,7,2025,3,Saturday,Refrigeradores,Geladeira 300L Frost Free,Electrolux,1952.73,1,5,97.64,1855.09,1023.72,831.37,Financiamento,Centro-Oeste,Anapolis,E-commerce,5.0,0
VND004754,2025-07-12,7,2025,3,Saturday,Smartphones,Smartphone Mid 128GB,Motorola,1219.0,1,5,60.95,1158.05,743.0,415.05,Cartao Credito,Norte,Manaus,Loja Fisica,,0
VND004755,2025-07-12,7,2025,3,Saturday,Lavadoras,Lava e Seca 13kg,Electrolux,3647.56,1,0,0.0,3647.56,2016.44,1631.12,Cartao Credito,Nordeste,Natal,E-commerce,4.0,0
VND004756,2025-07-12,7,2025,3,Saturday,Televisores,"TV 32"" LED",LG,978.32,1,0,0.0,978.32,547.56,430.76,Cartao Debito,Sul,Londrina,Loja Fisica,5.0,1
VND004757,2025-07-12,7,2025,3,Saturday,Lavadoras,Lava e Seca 13kg,Brastemp,3279.79,1,5,163.99,3115.8,1828.62,1287.18,Boleto,Sudeste,Campinas,E-commerce,3.0,0
VND004758,2025-07-12,7,2025,3,Saturday,Notebooks,Notebook i7 16GB,Acer,4196.58,1,0,0.0,4196.58,2357.35,1839.23,Cartao Credito,Norte,Belem,Loja Fisica,4.0,0
VND004759,2025-07-12,7,2025,3,Saturday,Lavadoras,Lava e Seca 13kg,Electrolux,3429.65,1,0,0.0,3429.65,1879.34,1550.31,Cartao Credito,Nordeste,Fortaleza,E-commerce,5.0,0
VND004760,2025-07-12,7,2025,3,Saturday,Micro-ondas,Micro-ondas 20L,Panasonic,358.7,1,0,0.0,358.7,198.74,159.96,PIX,Sudeste,Sao Paulo,E-commerce,,0
VND004761,2025-07-12,7,2025,3,Saturday,Smartphones,Smartphone Entry 64GB,Apple,717.35,1,0,0.0,717.35,400.43,316.92,Cartao Credito,Centro-Oeste,Cuiaba,App Mobile,4.0,0
VND004762,2025-07-13,7,2025,3,Sunday,Lavadoras,Lava e Seca 13kg,Brastemp,3290.68,2,0,0.0,6581.36,1855.71,2869.94,Financiamento,Nordeste,Fortaleza,App Mobile,2.0,0
VND004763,2025-07-13,7,2025,3,Sunday,Notebooks,Notebook Celeron 4GB,Lenovo,1305.69,1,0,0.0,1305.69,748.02,557.67,Cartao Credito,Nordeste,Maceio,Televendas,,0
VND004764,2025-07-13,7,2025,3,Sunday,Smartphones,Smartphone Entry 64GB,Apple,651.17,1,0,0.0,651.17,382.41,268.76,Financiamento,Sul,Londrina,E-commerce,,0
VND004765,2025-07-13,7,2025,3,Sunday,Micro-ondas,Micro-ondas 30L,Brastemp,582.56,1,5,29.13,553.43,289.51,263.92,Cartao Credito,Nordeste,Natal,E-commerce,5.0,0
VND004766,2025-07-13,7,2025,3,Sunday,Aspiradores,Aspirador Vertical,Xiaomi,513.84,1,10,51.38,462.46,289.9,172.56,Financiamento,Sudeste,Rio de Janeiro,Loja Fisica,,0
VND004767,2025-07-13,7,2025,3,Sunday,Lavadoras,Lava e Seca 11kg,Samsung,2677.0,1,15,401.55,2275.45,1531.97,743.48,Cartao Debito,Nordeste,Recife,E-commerce,1.0,0
VND004768,2025-07-13,7,2025,3,Sunday,Aspiradores,Aspirador Robot,Philips,1405.28,1,10,140.53,1264.75,808.48,456.27,PIX,Norte,Porto Velho,E-commerce,2.0,0
VND004769,2025-07-13,7,2025,3,Sunday,Micro-ondas,Micro-ondas 30L,Electrolux,588.98,1,5,29.45,559.53,316.53,243.0,Financiamento,Sudeste,Belo Horizonte,Televendas,5.0,0
VND004770,2025-07-13,7,2025,3,Sunday,Fogoes,Fogao 4 Bocas,Consul,701.66,1,5,35.08,666.58,377.63,288.95,PIX,Nordeste,Recife,Televendas,,0
VND004771,2025-07-13,7,2025,3,Sunday,Fogoes,Fogao 5 Bocas Inox,Consul,1066.53,1,0,0.0,1066.53,567.92,498.61,PIX,Sul,Curitiba,Loja Fisica,4.0,1
VND004772,2025-07-13,7,2025,3,Sunday,Televisores,"TV 43"" 4K",TCL,1850.03,2,10,370.01,3330.05,947.56,1434.93,PIX,Norte,Porto Velho,Loja Fisica,5.0,0
VND004773,2025-07-13,7,2025,3,Sunday,Aspiradores,Aspirador Vertical,Xiaomi,586.53,1,0,0.0,586.53,303.66,282.87,Cartao Debito,Sudeste,Guarulhos,E-commerce,5.0,0
VND004774,2025-07-13,7,2025,3,Sunday,Smartphones,Smartphone Entry 64GB,Motorola,670.4,2,0,0.0,1340.8,375.22,590.36,Cartao Credito,Sul,Porto Alegre,Loja Fisica,5.0,0
VND004775,2025-07-13,7,2025,3,Sunday,Fogoes,Fogao 4 Bocas,Consul,728.75,1,5,36.44,692.31,381.96,310.35,Cartao Credito,Sudeste,Sao Paulo,Televendas,,0
VND004776,2025-07-13,7,2025,3,Sunday,Notebooks,Notebook i5 8GB,Dell,2693.37,1,15,404.01,2289.36,1424.11,865.25,PIX,Sul,Florianopolis,E-commerce,5.0,0
VND004777,2025-07-13,7,2025,3,Sunday,Ar Condicionado,Ar 9000 BTU Split,Midea,1279.79,1,5,63.99,1215.8,756.5,459.3,PIX,Sudeste,Guarulhos,Loja Fisica,,0
VND004778,2025-07-13,7,2025,3,Sunday,Refrigeradores,Geladeira 500L French Door,Electrolux,5217.83,1,10,521.78,4696.05,3105.34,1590.71,Cartao Debito,Sudeste,Sao Paulo,Loja Fisica,2.0,0
VND004779,2025-07-13,7,2025,3,Sunday,Fogoes,Fogao 5 Bocas Inox,Electrolux,925.89,1,0,0.0,925.89,560.57,365.32,Cartao Debito,Centro-Oeste,Brasilia,App Mobile,,0
VND004780,2025-07-14,7,2025,3,Monday,Aspiradores,Aspirador Vertical,Britania,512.73,1,15,76.91,435.82,298.59,137.23,Cartao Debito,Norte,Manaus,App Mobile,,0
VND004781,2025-07-14,7,2025,3,Monday,Aspiradores,Aspirador Robot,Philips,1543.98,1,10,154.4,1389.58,824.03,565.55,Cartao Credito,Centro-Oeste,Brasilia,E-commerce,5.0,0
VND004782,2025-07-14,7,2025,3,Monday,Smartphones,Smartphone Premium 512GB,Samsung,4870.63,2,5,487.06,9254.2,2797.17,3659.86,Financiamento,Nordeste,Salvador,Loja Fisica,3.0,0
VND004783,2025-07-14,7,2025,3,Monday,Lavadoras,Lava e Seca 13kg,Brastemp,3467.31,2,10,693.46,6241.16,2016.29,2208.58,Cartao Debito,Nordeste,Maceio,Loja Fisica,2.0,0
VND004784,2025-07-14,7,2025,3,Monday,Lavadoras,Lavadora 12kg,Samsung,1609.54,1,0,0.0,1609.54,907.39,702.15,Cartao Debito,Sul,Curitiba,Loja Fisica,,0
VND004785,2025-07-14,7,2025,3,Monday,Micro-ondas,Micro-ondas 32L Grill,LG,702.92,1,15,105.44,597.48,401.41,196.07,Cartao Credito,Sul,Londrina,Televendas,3.0,0
VND004786,2025-07-14,7,2025,3,Monday,Notebooks,Notebook i7 16GB,Samsung,4122.37,1,0,0.0,4122.37,2311.76,1810.61,Boleto,Sudeste,Rio de Janeiro,Loja Fisica,,0
VND004787,2025-07-14,7,2025,3,Monday,Aspiradores,Aspirador Po 1200W,Xiaomi,306.72,1,10,30.67,276.05,170.87,105.18,PIX,Sudeste,Guarulhos,E-commerce,,0
VND004788,2025-07-14,7,2025,3,Monday,Tablets,"Tablet 8"" 32GB",Amazon,673.19,1,5,33.66,639.53,398.84,240.69,PIX,Nordeste,Recife,Loja Fisica,,0
VND004789,2025-07-14,7,2025,3,Monday,Micro-ondas,Micro-ondas 32L Grill,Consul,686.55,1,5,34.33,652.22,384.77,267.45,Financiamento,Nordeste,Maceio,App Mobile,,0
VND004790,2025-07-14,7,2025,3,Monday,Ar Condicionado,Ar 12000 BTU Split,Daikin,1675.28,1,0,0.0,1675.28,1021.7,653.58,Cartao Credito,Sul,Londrina,Televendas,4.0,0
VND004791,2025-07-14,7,2025,3,Monday,Notebooks,Notebook Gaming RTX,Lenovo,6732.99,1,15,1009.95,5723.04,4245.53,1477.51,Boleto,Sul,Porto Alegre,E-commerce,4.0,0
VND004792,2025-07-14,7,2025,3,Monday,Tablets,"Tablet 11"" 128GB",Amazon,2109.41,1,15,316.41,1793.0,1219.72,573.28,PIX,Sudeste,Guarulhos,E-commerce,3.0,0
VND004793,2025-07-14,7,2025,3,Monday,Ar Condicionado,Ar 24000 BTU Split,LG,3016.47,1,5,150.82,2865.65,1738.52,1127.13,Financiamento,Sudeste,Rio de Janeiro,Loja Fisica,4.0,0
VND004794,2025-07-14,7,2025,3,Monday,Notebooks,Notebook Gaming RTX,Acer,7523.08,1,0,0.0,7523.08,4143.49,3379.59,PIX,Nordeste,Fortaleza,App Mobile,,0
VND004795,2025-07-14,7,2025,3,Monday,Ar Condicionado,Ar 9000 BTU Split,Midea,1391.93,1,0,0.0,1391.93,762.56,629.37,PIX,Sudeste,Sao Paulo,E-commerce,,0
VND004796,2025-07-14,7,2025,3,Monday,Notebooks,Notebook i5 8GB,Lenovo,2484.68,1,20,496.94,1987.74,1425.32,562.42,Financiamento,Centro-Oeste,Anapolis,E-commerce,,0
VND004797,2025-07-14,7,2025,3,Monday,Refrigeradores,Frigobar 80L,Brastemp,723.13,3,5,108.47,2060.92,441.37,736.81,PIX,Nordeste,Recife,E-commerce,3.0,0
VND004798,2025-07-14,7,2025,3,Monday,Notebooks,Notebook Gaming RTX,Dell,7340.98,1,10,734.1,6606.88,4244.66,2362.22,Financiamento,Sudeste,Campinas,App Mobile,4.0,0
VND004799,2025-07-14,7,2025,3,Monday,Tablets,"Tablet 11"" 128GB",Apple,2234.78,1,5,111.74,2123.04,1250.23,872.81,Cartao Debito,Sul,Londrina,Loja Fisica,4.0,0
VND004800,2025-07-14,7,2025,3,Monday,Ar Condicionado,Ar 9000 BTU Split,Samsung,1390.69,1,10,139.07,1251.62,752.08,499.54,Cartao Credito,Nordeste,Fortaleza,Loja Fisica,5.0,0
VND004801,2025-07-14,7,2025,3,Monday,Ar Condicionado,Ar 9000 BTU Split,Daikin,1361.87,1,15,204.28,1157.59,773.09,384.5,Cartao Credito,Sul,Londrina,Loja Fisica,,0
VND004802,2025-07-14,7,2025,3,Monday,Ar Condicionado,Ar 18000 BTU Split,Samsung,2335.96,1,10,233.6,2102.36,1407.66,694.7,Boleto,Sul,Curitiba,Loja Fisica,5.0,0
VND004803,2025-07-14,7,2025,3,Monday,Lavadoras,Lavadora 12kg,Brastemp,1627.37,1,0,0.0,1627.37,882.97,744.4,Cartao Credito,Sudeste,Sao Paulo,E-commerce,,0
VND004804,2025-07-14,7,2025,3,Monday,Fogoes,Fogao 5 Bocas Inox,Consul,981.91,1,5,49.1,932.81,542.44,390.37,Cartao Credito,Norte,Belem,E-commerce,2.0,0
VND004805,2025-07-14,7,2025,3,Monday,Aspiradores,Aspirador Vertical,Philips,602.24,1,0,0.0,602.24,313.63,288.61,Boleto,Nordeste,Salvador,App Mobile,4.0,0
VND004806,2025-07-14,7,2025,3,Monday,Tablets,"Tablet 10"" 64GB",Amazon,1229.4,2,0,0.0,2458.8,661.15,1136.5,Cartao Credito,Norte,Macapa,E-commerce,4.0,0
VND004807,2025-07-14,7,2025,3,Monday,Micro-ondas,Micro-ondas 32L Grill,LG,747.36,1,0,0.0,747.36,370.39,376.97,Cartao Credito,Sudeste,Sao Paulo,E-commerce,4.0,0
VND004808,2025-07-14,7,2025,3,Monday,Notebooks,Notebook i7 16GB,Dell,4158.91,1,5,207.95,3950.96,2240.64,1710.32,Boleto,Centro-Oeste,Anapolis,Loja Fisica,5.0,0
VND004809,2025-07-14,7,2025,3,Monday,Aspiradores,Aspirador Vertical,Britania,591.38,1,15,88.71,502.67,301.5,201.17,PIX,Norte,Rio Branco,Loja Fisica,4.0,0
VND004810,2025-07-14,7,2025,3,Monday,Micro-ondas,Micro-ondas 20L,Brastemp,357.74,1,0,0.0,357.74,198.56,159.18,Cartao Credito,Sudeste,Sao Paulo,E-commerce,4.0,0
VND004811,2025-07-14,7,2025,3,Monday,Televisores,"TV 65"" OLED",Samsung,5686.11,2,10,1137.22,10235.0,2989.55,4255.9,Financiamento,Nordeste,Natal,E-commerce,4.0,0
VND004812,2025-07-14,7,2025,3,Monday,Aspiradores,Aspirador Po 1200W,Xiaomi,286.97,2,0,0.0,573.94,156.8,260.34,Cartao Debito,Nordeste,Recife,Loja Fisica,4.0,0
VND004813,2025-07-14,7,2025,3,Monday,Tablets,"Tablet 11"" 128GB",Lenovo,2066.23,2,20,826.49,3305.97,1266.58,772.81,Cartao Credito,Sul,Florianopolis,App Mobile,4.0,0
VND004814,2025-07-15,7,2025,3,Tuesday,Refrigeradores,Geladeira 500L French Door,Consul,5585.64,1,0,0.0,5585.64,3024.61,2561.03,Cartao Debito,Norte,Porto Velho,App Mobile,1.0,0
VND004815,2025-07-15,7,2025,3,Tuesday,Tablets,"Tablet 11"" 128GB",Samsung,1969.84,1,5,98.49,1871.35,1177.5,693.85,Financiamento,Sul,Joinville,Loja Fisica,5.0,0
VND004816,2025-07-15,7,2025,3,Tuesday,Refrigeradores,Geladeira 300L Frost Free,Consul,1713.83,1,0,0.0,1713.83,1089.68,624.15,Cartao Credito,Centro-Oeste,Goiania,Loja Fisica,5.0,0
VND004817,2025-07-15,7,2025,3,Tuesday,Aspiradores,Aspirador Vertical,Black+Decker,591.5,2,0,0.0,1183.0,312.24,558.52,Cartao Credito,Sudeste,Rio de Janeiro,E-commerce,,0
VND004818,2025-07-15,7,2025,3,Tuesday,Ar Condicionado,Ar 12000 BTU Split,LG,1756.42,1,0,0.0,1756.42,980.06,776.36,Cartao Debito,Sudeste,Belo Horizonte,Loja Fisica,5.0,0
VND004819,2025-07-15,7,2025,3,Tuesday,Micro-ondas,Micro-ondas 32L Grill,Consul,665.27,1,5,33.26,632.01,380.65,251.36,Cartao Credito,Centro-Oeste,Goiania,E-commerce,3.0,0
