ID,Marca,Modelo,Ano,Cor,Combustível,Potência (cv),Número de Portas,Quilômetros,Condição,Garantia (meses),Cidade,Estado,Preço (R$)
5232,Hyundai,Bayon,2020,Laranja,Flex,75,4,16078,Usado - Como Novo,24,Salvador,BA,8597.91
5233,Fiat,Palio,2020,Preto,Gasolina,110,4,65809,Usado - Bom Estado,6,Belém,PA,4421.2
5234,Hyundai,HB20,2021,Beige,Gasolina,130,4,42757,Usado - Bom Estado,24,Manaus,AM,7217.59
5235,Chevrolet,Trax,2022,Laranja,Híbrido,60,4,15626,Usado - Como Novo,6,Curitiba,PR,10346.86
5236,Toyota,Camry,2014,Preto,Diesel,120,4,112884,Usado - Bom Estado,36,Goiânia,GO,5829.88
5237,Fiat,500,2024,Marrom,Elétrico,60,2,10857,Usado - Como Novo,12,Belém,PA,8388.48
5238,Ford,Focus,2019,Cinza,Flex,110,5,223,Novo,48,Salvador,BA,11587.65
5239,Toyota,Yaris,2012,Laranja,Gasolina,180,4,32042,Usado - Como Novo,12,Curitiba,PR,7849.89
5240,Hyundai,Bayon,2018,Prata,Flex,85,4,119123,Usado - Bom Estado,0,Belo Horizonte,MG,5295.94
5241,Audi,Q5,2023,Verde,Híbrido,250,4,128000,Usado - Regular,24,Belo Horizonte,MG,25025.8
5242,Hyundai,i30,2016,Azul,Flex,150,4,53947,Usado - Bom Estado,36,Goiânia,GO,6109.94
5243,Chevrolet,Equinox,2024,Beige,Gasolina,110,4,34659,Usado - Como Novo,6,Goiânia,GO,9202.85
5244,Mercedes,A 200,2024,Prata,Flex,230,4,71490,Usado - Bom Estado,36,Recife,PE,34901.17
5245,Fiat,Punto,2013,Verde,Diesel,75,2,12978,Usado - Como Novo,6,Fortaleza,CE,4068.02
5246,Chevrolet,Equinox,2013,Preto,Gasolina,75,4,92905,Usado - Bom Estado,0,Recife,PE,4000.0
5247,Nissan,Kicks,2019,Verde,Gasolina,110,4,13323,Usado - Como Novo,0,Belém,PA,7912.45
5248,Kia,Soul,2016,Preto,Flex,130,4,45377,Usado - Bom Estado,12,Rio de Janeiro,RJ,6183.04
5249,Hyundai,Creta,2025,Beige,Gasolina,150,2,393,Novo,48,Manaus,AM,14730.32
5250,Hyundai,Tucson,2023,Preto,Gasolina,130,4,25389,Usado - Como Novo,24,Florianópolis,SC,11249.81
5251,Hyundai,HB20,2022,Beige,Híbrido,75,5,220020,Usado - Regular,24,Rio de Janeiro,RJ,4000.0
5252,Audi,Q5,2014,Branco,Flex,320,4,8945,Usado - Como Novo,48,Manaus,AM,35100.06
5253,Fiat,Palio,2012,Cinza,Híbrido,110,4,15584,Usado - Como Novo,48,Porto Alegre,RS,5066.61
5254,Toyota,Yaris,2022,Marrom,Gasolina,150,4,74466,Usado - Bom Estado,0,Belo Horizonte,MG,9022.53
5255,Kia,Sportage,2018,Beige,Flex,75,4,484,Novo,0,Recife,PE,10439.24
5256,Chevrolet,Onix,2022,Vermelho,Diesel,110,4,7148,Usado - Como Novo,24,Salvador,BA,9615.89
5257,Toyota,RAV4,2023,Branco,Gasolina,80,2,45576,Usado - Bom Estado,24,Belém,PA,9044.46
5258,Chevrolet,Equinox,2014,Cinza,Flex,100,5,209161,Usado - Regular,6,Florianópolis,SC,4000.0
5259,Hyundai,Creta,2018,Vermelho,Diesel,85,4,115406,Usado - Bom Estado,48,Salvador,BA,6027.39
5260,Kia,Stinger,2023,Prata,Gasolina,60,4,283,Novo,24,Rio de Janeiro,RJ,11315.43
5261,Honda,Fit,2013,Vermelho,Diesel,200,2,96742,Usado - Bom Estado,0,Salvador,BA,5508.28
5262,Nissan,Leaf,2015,Cinza,Diesel,100,4,26513,Usado - Como Novo,12,Fortaleza,CE,6947.11
5263,Chevrolet,Malibu,2013,Azul,Gasolina,110,4,52333,Usado - Bom Estado,48,Recife,PE,4677.64
5264,Toyota,Camry,2015,Preto,Gasolina,150,4,17987,Usado - Como Novo,0,Belo Horizonte,MG,10143.15
5265,Audi,TT,2016,Preto,Flex,280,4,7047,Usado - Como Novo,36,Belém,PA,38511.05
5266,Chevrolet,Onix,2025,Prata,Gasolina,110,4,321836,Usado - Regular,48,Belém,PA,4000.0
5267,Volkswagen,Fox,2019,Cinza,Flex,85,4,175076,Usado - Regular,12,Porto Alegre,RS,4000.0
5268,Hyundai,Tucson,2013,Branco,Flex,130,4,36548,Usado - Como Novo,6,Goiânia,GO,5970.02
5269,Kia,Stinger,2021,Beige,Flex,110,4,448,Novo,0,Belo Horizonte,MG,11194.73
5270,Volkswagen,Gol,2014,Verde,Flex,130,4,343357,Usado - Regular,0,Recife,PE,4000.0
5271,Honda,CR-V,2021,Beige,Gasolina,120,4,38992,Usado - Como Novo,24,Curitiba,PR,12143.7
5272,Honda,CR-V,2023,Prata,Gasolina,100,5,42,Novo,0,Porto Alegre,RS,15769.67
5273,Volkswagen,Fox,2024,Cinza,Elétrico,85,2,30340,Usado - Como Novo,48,Curitiba,PR,12897.14
5274,Nissan,X-Trail,2016,Vermelho,Flex,85,5,38759,Usado - Como Novo,12,Rio de Janeiro,RJ,6224.9
5275,Hyundai,Bayon,2022,Azul,Gasolina,130,4,254,Novo,48,Recife,PE,11721.93
5276,Honda,CR-V,2023,Prata,Diesel,100,4,274390,Usado - Regular,48,Manaus,AM,4523.41
5277,Honda,Civic,2023,Azul,Híbrido,200,2,7515,Usado - Como Novo,36,Rio de Janeiro,RJ,17187.96
5278,Volkswagen,Polo,2020,Cinza,Híbrido,75,4,23741,Usado - Como Novo,12,Salvador,BA,10780.93
5279,BMW,320i,2021,Verde,Gasolina,280,4,24753,Usado - Como Novo,12,Fortaleza,CE,43695.53
5280,Volkswagen,Tiguan,2022,Cinza,Diesel,130,4,33687,Usado - Como Novo,48,Belém,PA,12136.46
5281,Audi,TT,2016,Laranja,Gasolina,320,5,15864,Usado - Como Novo,36,Goiânia,GO,34919.51
5282,Chevrolet,S10,2025,Marrom,Gasolina,150,4,149211,Usado - Regular,12,Rio de Janeiro,RJ,4337.51
5283,Honda,Fit,2020,Marrom,Diesel,120,4,237,Novo,48,Florianópolis,SC,16641.2
5284,Mercedes,A 200,2015,Marrom,Gasolina,280,4,120914,Usado - Regular,6,Florianópolis,SC,11897.32
5285,Hyundai,HB20,2021,Marrom,Flex,75,5,105585,Usado - Bom Estado,48,Manaus,AM,6419.18
5286,Fiat,500,2016,Vermelho,Diesel,110,4,74777,Usado - Bom Estado,0,Fortaleza,CE,4000.0
5287,Audi,Q3,2020,Preto,Híbrido,280,4,119,Novo,36,Rio de Janeiro,RJ,68100.37
5288,Toyota,Yaris,2015,Laranja,Flex,80,4,18457,Usado - Como Novo,24,Goiânia,GO,10452.13
5289,Toyota,Camry,2016,Prata,Diesel,120,4,210,Novo,24,Florianópolis,SC,12373.95
5290,Fiat,Uno,2016,Beige,Gasolina,150,5,103652,Usado - Bom Estado,12,Belo Horizonte,MG,4000.0
5291,Volkswagen,Gol,2015,Vermelho,Flex,130,4,35578,Usado - Como Novo,24,Fortaleza,CE,7324.29
5292,Honda,Fit,2015,Branco,Diesel,80,2,113936,Usado - Bom Estado,24,Goiânia,GO,5419.76
5293,Toyota,Hilux,2022,Verde,Híbrido,150,5,62834,Usado - Bom Estado,24,São Paulo,SP,12057.97
5294,Toyota,Yaris,2016,Vermelho,Gasolina,150,4,97446,Usado - Bom Estado,6,Manaus,AM,6854.73
5295,Nissan,March,2023,Cinza,Elétrico,150,2,464,Novo,6,São Paulo,SP,13696.66
5296,Honda,Civic,2017,Beige,Flex,80,5,143,Novo,24,Curitiba,PR,12846.79
5297,Hyundai,Bayon,2018,Verde,Elétrico,110,4,222751,Usado - Regular,0,Florianópolis,SC,4000.0
5298,Ford,Focus,2017,Marrom,Elétrico,150,5,19023,Usado - Como Novo,48,Curitiba,PR,8943.95
5299,Hyundai,Tucson,2012,Preto,Elétrico,60,4,13959,Usado - Como Novo,36,São Paulo,SP,7152.21
5300,Toyota,Yaris,2013,Laranja,Híbrido,200,4,11792,Usado - Como Novo,12,Florianópolis,SC,9035.63
5301,Nissan,March,2018,Marrom,Flex,60,4,72144,Usado - Bom Estado,24,Manaus,AM,4601.65
5302,Toyota,RAV4,2025,Prata,Gasolina,100,4,18752,Usado - Como Novo,12,Recife,PE,12565.14
5303,Fiat,Uno,2014,Branco,Diesel,60,4,20606,Usado - Como Novo,0,Belo Horizonte,MG,4422.11
5304,Mercedes,GLA 200,2023,Preto,Gasolina,200,4,63248,Usado - Bom Estado,24,Florianópolis,SC,29129.11
5305,Hyundai,Creta,2021,Verde,Elétrico,100,4,61573,Usado - Bom Estado,48,Goiânia,GO,8600.97
5306,Chevrolet,Malibu,2022,Marrom,Flex,110,4,63505,Usado - Bom Estado,0,São Paulo,SP,6572.34
5307,Hyundai,HB20,2024,Cinza,Diesel,60,4,81481,Usado - Bom Estado,24,Rio de Janeiro,RJ,7456.73
5308,Hyundai,Creta,2013,Branco,Diesel,150,4,38644,Usado - Como Novo,48,São Paulo,SP,6829.86
5309,Mercedes,C 300,2017,Laranja,Flex,200,2,229,Novo,48,Belém,PA,36156.99
5310,Mercedes,A 200,2022,Beige,Gasolina,180,5,29836,Usado - Como Novo,12,Salvador,BA,38014.05
5311,Volkswagen,T-Cross,2015,Marrom,Flex,75,4,83622,Usado - Bom Estado,0,Manaus,AM,5026.21
5312,Ford,Ecosport,2023,Prata,Elétrico,60,5,7035,Usado - Como Novo,6,Fortaleza,CE,11793.36
5313,BMW,320i,2022,Beige,Flex,250,5,26033,Usado - Como Novo,36,Belém,PA,54110.91
5314,Audi,A4,2016,Cinza,Flex,180,5,52,Novo,0,Belém,PA,44110.13
5315,Chevrolet,Malibu,2017,Prata,Flex,85,2,474,Novo,24,Curitiba,PR,8544.56
5316,Hyundai,Bayon,2014,Verde,Flex,110,4,34852,Usado - Como Novo,12,Fortaleza,CE,7185.59
5317,Volkswagen,Fox,2012,Branco,Diesel,130,4,169,Novo,0,Goiânia,GO,8057.81
5318,BMW,X1,2014,Azul,Híbrido,150,5,3646,Usado - Como Novo,0,São Paulo,SP,29817.53
5319,Honda,Civic,2014,Verde,Gasolina,150,5,60684,Usado - Bom Estado,24,Salvador,BA,6635.12
5320,Chevrolet,Malibu,2017,Prata,Flex,60,4,108129,Usado - Bom Estado,0,Fortaleza,CE,4599.61
5321,Volkswagen,Polo,2015,Marrom,Flex,110,4,13,Novo,24,Belém,PA,9697.83
5322,Volkswagen,T-Cross,2018,Cinza,Gasolina,85,5,65931,Usado - Bom Estado,12,Rio de Janeiro,RJ,5998.98
5323,Hyundai,Bayon,2024,Marrom,Gasolina,75,4,34043,Usado - Como Novo,24,Rio de Janeiro,RJ,9438.53
5324,Audi,Q3,2022,Preto,Gasolina,300,4,30584,Usado - Como Novo,12,Belo Horizonte,MG,43378.7
5325,Toyota,Camry,2013,Laranja,Diesel,120,2,127,Novo,48,Belo Horizonte,MG,10860.07
5326,Chevrolet,Onix,2023,Preto,Flex,130,4,34441,Usado - Como Novo,48,Florianópolis,SC,10733.04
5327,Toyota,Hilux,2015,Azul,Diesel,120,5,85911,Usado - Bom Estado,36,Manaus,AM,7126.77
5328,Honda,Civic,2019,Prata,Gasolina,180,2,49428,Usado - Bom Estado,6,São Paulo,SP,6645.93
5329,Hyundai,Bayon,2022,Marrom,Flex,60,5,82484,Usado - Bom Estado,48,Rio de Janeiro,RJ,6204.73
5330,Chevrolet,Onix,2017,Laranja,Híbrido,150,2,27312,Usado - Como Novo,24,Porto Alegre,RS,7793.87
5331,Volkswagen,Polo,2021,Laranja,Flex,100,4,57625,Usado - Bom Estado,48,São Paulo,SP,7820.25
5332,Volkswagen,Fox,2014,Beige,Gasolina,85,5,256,Novo,36,Belém,PA,8771.81
5333,Toyota,Hilux,2021,Marrom,Híbrido,100,5,52630,Usado - Bom Estado,48,Goiânia,GO,10593.37
5334,Volkswagen,Fox,2023,Azul,Flex,130,2,27446,Usado - Como Novo,36,Belém,PA,9980.36
5335,Audi,Q5,2013,Laranja,Flex,250,5,82470,Usado - Bom Estado,0,Belo Horizonte,MG,20270.12
5336,BMW,X3,2014,Beige,Gasolina,320,4,35226,Usado - Como Novo,48,Florianópolis,SC,39654.31
5337,Volkswagen,Polo,2012,Preto,Flex,75,4,18934,Usado - Como Novo,12,Belo Horizonte,MG,6851.07
5338,Chevrolet,Malibu,2012,Marrom,Gasolina,150,4,113156,Usado - Bom Estado,48,São Paulo,SP,4000.0
5339,Mercedes,Sprinter,2013,Branco,Elétrico,320,2,33270,Usado - Como Novo,48,Fortaleza,CE,30679.27
5340,Toyota,RAV4,2025,Marrom,Gasolina,150,4,3343,Usado - Como Novo,36,Belo Horizonte,MG,15660.15
5341,Nissan,Leaf,2014,Marrom,Diesel,130,5,42474,Usado - Bom Estado,0,Rio de Janeiro,RJ,4281.74
5342,BMW,Z4,2024,Vermelho,Diesel,180,4,342,Novo,24,Belo Horizonte,MG,65457.89
5343,Toyota,Camry,2020,Marrom,Elétrico,200,2,22520,Usado - Como Novo,0,Recife,PE,14355.94
5344,Honda,HR-V,2019,Verde,Diesel,180,5,50860,Usado - Bom Estado,48,Recife,PE,9272.05
5345,Audi,Q5,2023,Cinza,Híbrido,200,4,66687,Usado - Bom Estado,36,São Paulo,SP,34858.63
5346,Chevrolet,Trax,2022,Preto,Gasolina,60,5,141,Novo,24,Rio de Janeiro,RJ,10927.08
5347,Toyota,Corolla,2022,Azul,Flex,80,5,221117,Usado - Regular,48,São Paulo,SP,5147.55
5348,Volkswagen,T-Cross,2020,Laranja,Gasolina,110,4,451,Novo,6,Recife,PE,12066.69
5349,Hyundai,Tucson,2018,Cinza,Elétrico,150,2,226200,Usado - Regular,0,São Paulo,SP,4000.0
5350,Fiat,Punto,2018,Cinza,Flex,85,4,11885,Usado - Como Novo,6,Curitiba,PR,6320.83
5351,Fiat,Palio,2016,Beige,Diesel,75,4,112415,Usado - Bom Estado,0,Goiânia,GO,4000.0
5352,Audi,TT,2018,Azul,Gasolina,250,4,239,Novo,6,Porto Alegre,RS,42929.77
5353,Volkswagen,Tiguan,2015,Prata,Híbrido,75,4,108339,Usado - Bom Estado,24,Recife,PE,5871.91
5354,Chevrolet,Onix,2016,Prata,Diesel,130,4,1717,Usado - Como Novo,12,Recife,PE,7742.13
5355,Chevrolet,Onix,2023,Azul,Diesel,60,2,47566,Usado - Bom Estado,48,Manaus,AM,6288.34
5356,Hyundai,Creta,2012,Vermelho,Híbrido,75,4,59803,Usado - Bom Estado,12,Recife,PE,4585.76
5357,Honda,Civic,2022,Azul,Híbrido,180,4,79289,Usado - Bom Estado,0,Recife,PE,9351.34
5358,Audi,Q5,2015,Laranja,Gasolina,230,4,118733,Usado - Bom Estado,48,Goiânia,GO,20925.0
5359,Kia,Sportage,2014,Azul,Híbrido,110,4,94313,Usado - Bom Estado,6,Belo Horizonte,MG,4903.51
5360,Chevrolet,Equinox,2013,Vermelho,Flex,75,2,88658,Usado - Bom Estado,0,Rio de Janeiro,RJ,4000.0
5361,Ford,Ecosport,2013,Vermelho,Elétrico,110,5,4299,Usado - Como Novo,24,Florianópolis,SC,7161.74
5362,Honda,CR-V,2019,Branco,Flex,100,5,93204,Usado - Bom Estado,6,Salvador,BA,7553.69
5363,Chevrolet,Onix,2012,Marrom,Gasolina,60,4,167288,Usado - Regular,0,Fortaleza,CE,4000.0
5364,Fiat,500,2019,Vermelho,Elétrico,60,4,321860,Usado - Regular,24,Rio de Janeiro,RJ,4000.0
5365,Chevrolet,Malibu,2020,Vermelho,Diesel,60,2,38430,Usado - Como Novo,0,Porto Alegre,RS,8254.95
5366,Audi,Q5,2017,Laranja,Gasolina,180,4,15948,Usado - Como Novo,0,Recife,PE,33393.14
5367,Ford,Focus,2012,Vermelho,Flex,60,4,92909,Usado - Bom Estado,24,Recife,PE,4142.71
5368,Hyundai,Tucson,2021,Beige,Híbrido,150,4,115305,Usado - Bom Estado,12,Florianópolis,SC,6756.79
5369,Nissan,Leaf,2023,Branco,Flex,150,4,448,Novo,36,Salvador,BA,12123.05
5370,Honda,HR-V,2018,Beige,Flex,120,4,55,Novo,0,Florianópolis,SC,13264.3
5371,Hyundai,i30,2016,Preto,Gasolina,130,5,68241,Usado - Bom Estado,24,Fortaleza,CE,5786.03
5372,Volkswagen,Polo,2020,Verde,Gasolina,60,4,5813,Usado - Como Novo,0,Porto Alegre,RS,8877.17
5373,Hyundai,Creta,2018,Branco,Gasolina,100,2,113796,Usado - Bom Estado,12,Florianópolis,SC,4734.06
5374,Nissan,X-Trail,2016,Marrom,Flex,100,4,99021,Usado - Bom Estado,12,Fortaleza,CE,4064.14
5375,Chevrolet,Onix,2024,Prata,Gasolina,85,4,50536,Usado - Bom Estado,24,Fortaleza,CE,6790.21
5376,Nissan,X-Trail,2013,Verde,Híbrido,75,4,66673,Usado - Bom Estado,24,Belém,PA,4304.96
5377,Chevrolet,S10,2025,Marrom,Híbrido,110,4,47325,Usado - Bom Estado,6,Belém,PA,8696.27
5378,Volkswagen,Polo,2015,Verde,Híbrido,130,2,302,Novo,0,Porto Alegre,RS,9469.48
5379,Nissan,Leaf,2013,Azul,Elétrico,110,4,28877,Usado - Como Novo,0,Salvador,BA,6550.34
5380,Volkswagen,Tiguan,2020,Azul,Flex,60,2,176301,Usado - Regular,48,São Paulo,SP,4000.0
5381,Honda,HR-V,2013,Verde,Gasolina,180,5,13049,Usado - Como Novo,36,Recife,PE,7854.62
5382,Chevrolet,Trax,2013,Marrom,Diesel,60,4,17477,Usado - Como Novo,48,Porto Alegre,RS,6075.36
5383,Volkswagen,Polo,2013,Azul,Flex,60,2,93691,Usado - Bom Estado,24,São Paulo,SP,4207.31
5384,Toyota,Yaris,2012,Laranja,Flex,120,5,99,Novo,48,Manaus,AM,9701.73
5385,Ford,Ka,2020,Branco,Gasolina,85,5,53144,Usado - Bom Estado,36,Florianópolis,SC,6266.83
5386,Chevrolet,Trax,2019,Azul,Gasolina,85,4,15168,Usado - Como Novo,0,Salvador,BA,8255.76
5387,Hyundai,HB20,2013,Prata,Flex,150,4,27154,Usado - Como Novo,36,São Paulo,SP,7220.96
5388,Audi,Q5,2013,Prata,Flex,300,4,113259,Usado - Bom Estado,24,Salvador,BA,21727.63
5389,Chevrolet,Malibu,2016,Preto,Híbrido,85,4,14299,Usado - Como Novo,0,Manaus,AM,7720.8
5390,Kia,Picanto,2023,Prata,Flex,130,5,52928,Usado - Bom Estado,0,Recife,PE,7251.48
5391,Honda,CR-V,2024,Beige,Gasolina,180,4,203847,Usado - Regular,12,Rio de Janeiro,RJ,4955.81
5392,Chevrolet,Trax,2025,Verde,Gasolina,60,2,20591,Usado - Como Novo,24,Belém,PA,8723.81
5393,Kia,Stinger,2023,Verde,Híbrido,150,5,165631,Usado - Regular,24,Fortaleza,CE,4568.0
5394,Chevrolet,S10,2025,Verde,Diesel,60,4,270331,Usado - Regular,12,Porto Alegre,RS,4000.0
5395,Fiat,Doblo,2015,Branco,Flex,110,5,2077,Usado - Como Novo,12,Florianópolis,SC,5552.19
5396,Hyundai,Creta,2013,Beige,Flex,100,4,37565,Usado - Como Novo,0,Recife,PE,6038.88
5397,Toyota,RAV4,2019,Preto,Gasolina,200,4,156201,Usado - Regular,0,Rio de Janeiro,RJ,5176.72
5398,Hyundai,Tucson,2019,Marrom,Flex,85,2,306,Novo,12,Rio de Janeiro,RJ,10731.95
5399,Hyundai,Bayon,2024,Vermelho,Gasolina,60,4,35692,Usado - Como Novo,24,Salvador,BA,10127.81
5400,Kia,Sportage,2015,Azul,Gasolina,130,2,33166,Usado - Como Novo,24,Salvador,BA,6252.04
5401,Volkswagen,Fox,2025,Branco,Flex,150,4,119321,Usado - Bom Estado,24,Belo Horizonte,MG,8349.3
5402,Audi,Q3,2015,Vermelho,Flex,280,4,23,Novo,48,Fortaleza,CE,40174.94
5403,BMW,X1,2020,Vermelho,Flex,300,5,11844,Usado - Como Novo,12,Rio de Janeiro,RJ,44915.06
5404,Volkswagen,Tiguan,2015,Laranja,Flex,60,2,137,Novo,0,São Paulo,SP,8502.14
5405,Volkswagen,T-Cross,2021,Laranja,Elétrico,110,4,71,Novo,6,Florianópolis,SC,16284.04
5406,Mercedes,A 200,2022,Marrom,Híbrido,200,4,34773,Usado - Como Novo,36,Salvador,BA,49368.18
5407,Audi,A3,2020,Branco,Flex,280,4,55002,Usado - Bom Estado,0,Curitiba,PR,29329.55
5408,Hyundai,Creta,2014,Verde,Flex,60,5,41758,Usado - Bom Estado,36,Curitiba,PR,4580.63
5409,Volkswagen,T-Cross,2013,Vermelho,Híbrido,100,4,22453,Usado - Como Novo,36,Rio de Janeiro,RJ,8113.59
5410,Chevrolet,Malibu,2022,Vermelho,Diesel,75,2,2102,Usado - Como Novo,12,Curitiba,PR,9551.84
5411,Ford,Ka,2019,Azul,Híbrido,60,5,58937,Usado - Bom Estado,36,Salvador,BA,6830.96
5412,Volkswagen,Fox,2023,Preto,Gasolina,130,5,48767,Usado - Bom Estado,36,Goiânia,GO,8852.4
5413,Fiat,Uno,2014,Branco,Gasolina,100,4,74093,Usado - Bom Estado,36,São Paulo,SP,4000.0
5414,Toyota,Corolla,2024,Azul,Híbrido,120,4,91943,Usado - Bom Estado,6,São Paulo,SP,11567.11
5415,Toyota,Corolla,2013,Beige,Gasolina,120,5,82169,Usado - Bom Estado,0,Rio de Janeiro,RJ,5697.06
5416,Hyundai,Creta,2024,Marrom,Diesel,100,4,22,Novo,0,Salvador,BA,14334.29
5417,Volkswagen,Fox,2022,Laranja,Diesel,130,4,190869,Usado - Regular,48,Recife,PE,4556.57
5418,Volkswagen,Tiguan,2019,Preto,Elétrico,110,4,256678,Usado - Regular,0,Belo Horizonte,MG,4000.0
5419,Chevrolet,Equinox,2019,Verde,Híbrido,75,4,15847,Usado - Como Novo,12,Porto Alegre,RS,8614.74
5420,Volkswagen,Tiguan,2016,Beige,Flex,150,5,20722,Usado - Como Novo,0,Fortaleza,CE,8267.42
5421,Honda,Civic,2020,Preto,Flex,80,2,82649,Usado - Bom Estado,36,Belo Horizonte,MG,7496.64
5422,Volkswagen,T-Cross,2022,Azul,Flex,60,4,10554,Usado - Como Novo,24,Recife,PE,11920.66
5423,Audi,Q3,2017,Beige,Híbrido,300,4,56919,Usado - Bom Estado,0,Salvador,BA,31351.85
5424,Hyundai,i30,2016,Prata,Flex,110,5,60156,Usado - Bom Estado,48,Porto Alegre,RS,5741.4
5425,Hyundai,Bayon,2023,Preto,Flex,110,2,9429,Usado - Como Novo,36,Recife,PE,10320.17
5426,Chevrolet,Equinox,2014,Cinza,Híbrido,100,4,36181,Usado - Como Novo,0,Recife,PE,6721.55
5427,Audi,Q5,2018,Marrom,Gasolina,230,4,260,Novo,36,Belém,PA,48996.84
5428,Volkswagen,T-Cross,2025,Cinza,Elétrico,130,5,419,Novo,36,Rio de Janeiro,RJ,18487.46
5429,Ford,Ranger,2020,Vermelho,Gasolina,130,4,8046,Usado - Como Novo,36,Porto Alegre,RS,9462.21
5430,Fiat,Uno,2015,Branco,Flex,100,2,177,Novo,12,Goiânia,GO,6298.7
5431,Ford,Ka,2022,Azul,Flex,100,4,22472,Usado - Como Novo,6,Manaus,AM,10281.35
5432,Toyota,Corolla,2018,Branco,Gasolina,180,4,25849,Usado - Como Novo,24,Goiânia,GO,12021.71
5433,Ford,Focus,2023,Verde,Flex,150,4,281,Novo,12,São Paulo,SP,13453.93
5434,Toyota,Hilux,2014,Preto,Diesel,80,4,388,Novo,24,Salvador,BA,12371.2
5435,Ford,Focus,2022,Laranja,Gasolina,100,4,476,Novo,12,Salvador,BA,11163.34
5436,Fiat,Punto,2013,Laranja,Flex,130,5,26541,Usado - Como Novo,0,Salvador,BA,5030.64
5437,Honda,HR-V,2024,Prata,Gasolina,150,4,435,Novo,24,Manaus,AM,16653.63
5438,Kia,Seltos,2022,Cinza,Elétrico,100,4,45986,Usado - Bom Estado,24,Fortaleza,CE,7852.49
5439,Toyota,Camry,2012,Laranja,Híbrido,100,4,28135,Usado - Como Novo,48,Fortaleza,CE,9778.12
5440,Kia,Picanto,2017,Beige,Gasolina,130,4,186,Novo,24,Belo Horizonte,MG,9712.81
5441,Hyundai,i30,2016,Vermelho,Flex,100,4,400,Novo,36,Goiânia,GO,9133.92
5442,Honda,Fit,2013,Prata,Elétrico,180,4,206048,Usado - Regular,12,Fortaleza,CE,4028.22
5443,Honda,Civic,2024,Preto,Diesel,80,4,476,Novo,36,Fortaleza,CE,19888.98
5444,BMW,X3,2024,Marrom,Híbrido,250,4,96100,Usado - Bom Estado,6,Recife,PE,36760.94
5445,Toyota,RAV4,2014,Marrom,Gasolina,200,5,7963,Usado - Como Novo,48,Porto Alegre,RS,10836.98
5446,Honda,HR-V,2020,Branco,Gasolina,200,4,37722,Usado - Como Novo,36,Rio de Janeiro,RJ,11848.2
5447,Volkswagen,T-Cross,2014,Marrom,Híbrido,85,2,263,Novo,0,Recife,PE,9506.24
5448,Ford,Ecosport,2018,Branco,Gasolina,75,4,72068,Usado - Bom Estado,36,Salvador,BA,5981.14
5449,Chevrolet,Onix,2012,Vermelho,Flex,110,2,32288,Usado - Como Novo,24,Belém,PA,5231.69
5450,Honda,HR-V,2018,Vermelho,Gasolina,100,5,71553,Usado - Bom Estado,24,Recife,PE,7244.01
5451,Volkswagen,Polo,2020,Laranja,Flex,100,2,124428,Usado - Regular,48,Fortaleza,CE,4000.0
5452,Volkswagen,T-Cross,2023,Marrom,Diesel,60,4,107109,Usado - Bom Estado,36,Fortaleza,CE,7745.84
5453,Honda,CR-V,2022,Branco,Gasolina,120,4,326951,Usado - Regular,0,Belém,PA,4000.0
5454,Hyundai,Tucson,2019,Vermelho,Flex,85,4,80,Novo,36,Fortaleza,CE,11936.59
5455,Fiat,Uno,2018,Prata,Elétrico,130,4,29570,Usado - Como Novo,0,Belém,PA,6707.21
5456,Honda,Civic,2021,Laranja,Gasolina,200,5,61088,Usado - Bom Estado,48,Curitiba,PR,9434.29
5457,Hyundai,Bayon,2025,Azul,Flex,75,4,86239,Usado - Bom Estado,6,Porto Alegre,RS,7542.47
5458,Hyundai,Tucson,2019,Laranja,Flex,110,2,58214,Usado - Bom Estado,12,Porto Alegre,RS,5848.0
5459,Audi,A4,2024,Marrom,Elétrico,250,5,25790,Usado - Como Novo,36,São Paulo,SP,63700.13
5460,BMW,Z4,2015,Cinza,Gasolina,280,5,308,Novo,48,Porto Alegre,RS,47400.49
5461,Nissan,Sentra,2013,Laranja,Elétrico,75,4,150,Novo,0,Florianópolis,SC,8915.1
5462,Volkswagen,Tiguan,2025,Branco,Flex,150,5,186,Novo,0,Florianópolis,SC,15996.2
5463,Toyota,Hilux,2025,Vermelho,Flex,100,4,27,Novo,36,Recife,PE,20751.46
5464,Volkswagen,T-Cross,2022,Vermelho,Elétrico,130,4,452,Novo,48,São Paulo,SP,16974.35
5465,Volkswagen,Fox,2020,Marrom,Diesel,85,4,343,Novo,24,Rio de Janeiro,RJ,12317.16
5466,Chevrolet,Equinox,2014,Marrom,Flex,100,5,105017,Usado - Bom Estado,0,Curitiba,PR,4010.74
5467,Nissan,Sentra,2025,Cinza,Híbrido,150,4,254,Novo,0,Fortaleza,CE,14633.06
5468,Kia,Sportage,2022,Marrom,Flex,85,4,8380,Usado - Como Novo,12,Rio de Janeiro,RJ,9203.04
5469,Kia,Stinger,2015,Branco,Elétrico,85,4,138,Novo,0,Curitiba,PR,9023.85
5470,Volkswagen,Fox,2018,Marrom,Diesel,150,4,26238,Usado - Como Novo,6,Manaus,AM,8969.44
5471,Ford,Ka,2013,Azul,Flex,150,4,297680,Usado - Regular,36,Belo Horizonte,MG,4000.0
5472,Volkswagen,Polo,2025,Prata,Gasolina,75,4,81,Novo,0,Porto Alegre,RS,14395.88
