ClienteID,Idade,Genero,EstadoCivil,Dependentes,Escolaridade,RendaMensal,TipoEmprego,TempoEmprego,TipoCredito,ValorCredito,Prazo,HistoricoCredito,Inadimplente,Score
CLI001005,74,Masculino,Divorciado,0,Médio,1675,Aposentado,0,Pessoal,4307,20,Bom,Não,763
CLI001006,48,Feminino,Divorciado,1,Pós-graduação,10651,Servidor Público,3,Veículo,44862,45,Bom,Não,850
CLI001007,73,Masculino,Viúvo,0,Médio,2337,Aposentado,0,Pessoal,7957,30,Bom,Não,801
CLI001008,53,Masculino,Viúvo,1,Superior,4712,Servidor Público,15,Consignado,6216,18,Bom,Não,850
CLI001009,39,Feminino,Solteiro,1,Médio,2608,Servidor Público,15,Pessoal,1583,13,Regular,Não,781
CLI001010,32,Feminino,Casado,0,Pós-graduação,7268,Autônomo,8,Consignado,4943,30,Ruim,Sim,360
CLI001011,72,Feminino,Divorciado,2,Fundamental,1398,Aposentado,0,Pessoal,3874,40,Ruim,Sim,300
CLI001012,36,Feminino,Casado,1,Superior,3975,Autônomo,15,Veículo,42013,43,Bom,Sim,654
CLI001013,26,Masculino,Casado,0,Médio,2107,CLT,2,Consignado,2412,36,Bom,Não,838
CLI001014,74,Masculino,Solteiro,2,Pós-graduação,4665,Aposentado,0,Pessoal,6132,38,Bom,Não,850
CLI001015,45,Feminino,Divorciado,1,Médio,2828,Servidor Público,20,Consignado,3955,25,Bom,Não,850
CLI001016,67,Feminino,Solteiro,3,Fundamental,1552,Aposentado,0,Consignado,2051,22,Bom,Não,754
CLI001017,70,Masculino,Divorciado,3,Pós-graduação,6575,Aposentado,0,Pessoal,9484,37,Regular,Sim,621
CLI001018,33,Masculino,Solteiro,3,Pós-graduação,6169,CLT,5,Veículo,27096,24,Regular,Não,849
CLI001019,75,Masculino,Solteiro,2,Pós-graduação,5271,Aposentado,0,Veículo,66762,43,Bom,Não,850
CLI001020,20,Masculino,Casado,2,Médio,3159,Autônomo,0,Pessoal,3338,37,Bom,Não,778
CLI001021,28,Feminino,Solteiro,2,Superior,4693,Autônomo,4,Consignado,8277,39,Ruim,Não,440
CLI001022,43,Masculino,Solteiro,2,Médio,3905,Servidor Público,11,Pessoal,3691,42,Ruim,Não,531
CLI001023,34,Feminino,Solteiro,3,Médio,2984,Autônomo,14,Consignado,5898,37,Bom,Não,808
CLI001024,69,Feminino,Divorciado,1,Superior,3758,Aposentado,0,Veículo,67290,41,Regular,Sim,567
CLI001025,41,Masculino,Solteiro,2,Pós-graduação,9071,Servidor Público,14,Veículo,36610,40,Bom,Não,850
CLI001026,36,Feminino,Casado,0,Superior,5549,Servidor Público,5,Veículo,28401,47,Bom,Não,850
CLI001027,32,Masculino,Solteiro,0,Pós-graduação,7823,Autônomo,7,Consignado,9092,14,Bom,Não,850
CLI001028,61,Feminino,Casado,0,Fundamental,2224,CLT,7,Cartão,3370,12,Bom,Não,838
CLI001029,27,Masculino,Casado,0,Superior,4221,Autônomo,2,Veículo,57789,44,Bom,Sim,637
CLI001030,43,Feminino,Solteiro,0,Médio,1514,Autônomo,8,Consignado,3501,43,Regular,Não,656
CLI001031,72,Masculino,Divorciado,2,Pós-graduação,5350,Aposentado,0,Veículo,36573,47,Bom,Sim,717
CLI001032,33,Feminino,Casado,1,Pós-graduação,8470,Servidor Público,4,Veículo,23609,29,Bom,Não,850
CLI001033,37,Masculino,Solteiro,1,Médio,3466,Servidor Público,18,Consignado,5922,39,Ruim,Não,526
CLI001034,66,Masculino,Divorciado,0,Fundamental,1158,Aposentado,0,Cartão,5304,12,Bom,Sim,608
CLI001035,33,Feminino,Solteiro,1,Médio,2636,CLT,8,Cartão,3520,11,Bom,Não,850
CLI001036,40,Masculino,Divorciado,3,Pós-graduação,5210,Autônomo,4,Cartão,2634,10,Bom,Não,850
CLI001037,69,Feminino,Divorciado,1,Superior,3750,Aposentado,0,Cartão,4444,6,Regular,Não,733
CLI001038,25,Masculino,Solteiro,0,Médio,2203,CLT,1,Cartão,1751,9,Bom,Não,825
CLI001039,74,Masculino,Solteiro,0,Fundamental,1154,Aposentado,0,Veículo,51727,33,Bom,Sim,602
CLI001040,70,Feminino,Casado,0,Médio,2189,Aposentado,0,Cartão,3145,10,Regular,Não,702
CLI001041,68,Masculino,Solteiro,1,Fundamental,1638,Aposentado,0,Veículo,66172,25,Regular,Sim,516
CLI001042,64,Feminino,Divorciado,2,Pós-graduação,8361,Autônomo,29,Cartão,3864,7,Bom,Não,850
CLI001043,61,Masculino,Solteiro,0,Médio,4052,Servidor Público,14,Cartão,4334,6,Regular,Não,733
CLI001044,38,Masculino,Solteiro,0,Médio,3016,Servidor Público,17,Cartão,4427,11,Bom,Não,850
CLI001045,20,Masculino,Solteiro,0,Médio,2991,Servidor Público,1,Veículo,36318,37,Ruim,Sim,365
CLI001046,42,Masculino,Viúvo,3,Superior,4521,CLT,3,Pessoal,10541,17,Ruim,Sim,385
CLI001047,46,Masculino,Viúvo,1,Superior,3513,Autônomo,22,Consignado,3850,19,Ruim,Sim,328
CLI001048,48,Feminino,Divorciado,0,Pós-graduação,7506,CLT,12,Cartão,4538,9,Bom,Não,850
CLI001049,28,Masculino,Casado,3,Médio,2689,CLT,7,Consignado,2078,44,Bom,Não,836
CLI001050,30,Masculino,Solteiro,1,Médio,2981,Servidor Público,10,Veículo,24119,26,Ruim,Sim,393
CLI001051,50,Feminino,Solteiro,0,Fundamental,2445,Autônomo,18,Pessoal,2258,24,Bom,Não,818
CLI001052,55,Feminino,Divorciado,3,Médio,2847,Servidor Público,30,Consignado,6261,48,Bom,Não,832
CLI001053,48,Masculino,Solteiro,0,Médio,1744,Autônomo,2,Veículo,25941,30,Bom,Não,739
CLI001054,26,Masculino,Casado,1,Médio,3095,Autônomo,0,Veículo,33369,42,Regular,Sim,529
CLI001055,32,Masculino,Casado,0,Pós-graduação,6459,CLT,0,Cartão,5092,7,Bom,Não,850
CLI001056,23,Feminino,Casado,0,Superior,2993,Autônomo,3,Veículo,45844,24,Ruim,Sim,300
CLI001057,65,Feminino,Solteiro,0,Médio,2671,Autônomo,30,Veículo,47546,34,Ruim,Sim,300
CLI001058,35,Feminino,Casado,3,Pós-graduação,8598,Autônomo,3,Consignado,10816,25,Bom,Não,850
CLI001059,30,Masculino,Solteiro,1,Superior,2473,Autônomo,11,Pessoal,6257,28,Ruim,Sim,310
CLI001060,72,Feminino,Viúvo,0,Pós-graduação,4625,Aposentado,0,Veículo,55503,41,Bom,Não,850
CLI001061,52,Feminino,Solteiro,3,Médio,4001,Servidor Público,22,Veículo,25240,43,Bom,Sim,714
CLI001062,24,Masculino,Casado,0,Superior,5145,Servidor Público,1,Consignado,5966,38,Regular,Não,827
CLI001063,37,Feminino,Casado,1,Médio,2446,Servidor Público,11,Veículo,40841,32,Bom,Não,850
CLI001064,23,Masculino,Casado,3,Médio,2353,Autônomo,3,Cartão,3900,8,Regular,Sim,537
CLI001065,46,Feminino,Viúvo,2,Médio,4170,Servidor Público,0,Veículo,26014,31,Ruim,Sim,381
CLI001066,69,Feminino,Viúvo,1,Superior,3169,Aposentado,0,Cartão,4837,8,Bom,Não,836
CLI001067,51,Masculino,Viúvo,2,Superior,5179,CLT,30,Consignado,3671,21,Regular,Não,774
CLI001068,22,Masculino,Casado,2,Médio,2268,CLT,1,Cartão,2832,12,Ruim,Sim,340
CLI001069,22,Masculino,Casado,3,Superior,5305,Autônomo,1,Veículo,36167,32,Regular,Sim,588
CLI001070,54,Feminino,Divorciado,3,Médio,2685,Autônomo,26,Cartão,1566,10,Regular,Sim,515
CLI001071,27,Feminino,Solteiro,1,Médio,2620,CLT,1,Veículo,29720,36,Bom,Não,810
CLI001072,56,Masculino,Divorciado,3,Pós-graduação,8495,CLT,7,Consignado,16964,39,Bom,Não,850
CLI001073,43,Feminino,Casado,0,Superior,4703,Servidor Público,9,Consignado,8529,46,Regular,Não,786
CLI001074,66,Masculino,Solteiro,3,Fundamental,1206,Aposentado,0,Consignado,4322,32,Ruim,Não,393
CLI001075,74,Masculino,Solteiro,2,Médio,2137,Aposentado,0,Cartão,4491,9,Bom,Não,801
CLI001076,40,Masculino,Casado,3,Pós-graduação,7829,Servidor Público,12,Cartão,1850,10,Ruim,Sim,452
CLI001077,31,Masculino,Casado,0,Médio,1146,Autônomo,0,Pessoal,2738,32,Regular,Não,665
CLI001078,19,Masculino,Solteiro,2,Superior,2609,Autônomo,0,Consignado,3476,33,Regular,Não,691
CLI001079,24,Feminino,Solteiro,0,Superior,2701,Autônomo,1,Veículo,60463,25,Bom,Sim,644
CLI001080,52,Feminino,Casado,2,Superior,4874,CLT,26,Consignado,5484,41,Bom,Não,850
CLI001081,70,Feminino,Casado,2,Fundamental,1162,Aposentado,0,Pessoal,1824,39,Bom,Sim,594
CLI001082,55,Masculino,Casado,2,Pós-graduação,8493,Servidor Público,5,Veículo,28315,38,Regular,Não,825
CLI001083,68,Feminino,Solteiro,0,Fundamental,1557,Aposentado,0,Consignado,3385,34,Ruim,Não,391
CLI001084,71,Feminino,Solteiro,3,Fundamental,1625,Aposentado,0,Pessoal,5241,38,Bom,Não,737
CLI001085,69,Feminino,Casado,1,Superior,4050,Aposentado,0,Pessoal,9568,14,Regular,Sim,554
CLI001086,30,Feminino,Casado,0,Médio,2796,Servidor Público,10,Consignado,3740,13,Bom,Não,850
CLI001087,41,Masculino,Solteiro,0,Médio,2277,CLT,11,Consignado,6384,32,Regular,Não,773
CLI001088,54,Masculino,Divorciado,3,Médio,2539,CLT,6,Veículo,66206,39,Ruim,Sim,336
CLI001089,34,Feminino,Solteiro,1,Médio,2436,Autônomo,1,Cartão,1687,11,Bom,Não,789
CLI001090,68,Feminino,Casado,2,Médio,2329,Aposentado,0,Consignado,2654,43,Regular,Não,694
CLI001091,42,Masculino,Viúvo,3,Médio,3017,Servidor Público,18,Pessoal,5939,23,Ruim,Não,520
CLI001092,75,Feminino,Divorciado,0,Superior,3092,Aposentado,0,Cartão,1512,10,Bom,Não,831
CLI001093,29,Feminino,Casado,2,Superior,4408,Servidor Público,4,Veículo,29840,24,Bom,Sim,715
CLI001094,65,Masculino,Solteiro,1,Superior,5714,CLT,30,Consignado,7066,19,Bom,Não,850
CLI001095,51,Feminino,Solteiro,1,Médio,2531,CLT,24,Consignado,4399,12,Bom,Não,849
CLI001096,49,Masculino,Casado,1,Médio,2428,CLT,26,Veículo,65693,47,Bom,Não,850
CLI001097,60,Feminino,Casado,3,Fundamental,3051,Autônomo,10,Veículo,33495,44,Bom,Não,766
CLI001098,26,Feminino,Solteiro,0,Superior,4459,CLT,7,Pessoal,11663,33,Bom,Não,846
CLI001099,40,Feminino,Viúvo,0,Médio,1864,CLT,13,Consignado,4380,20,Bom,Não,791
CLI001100,38,Masculino,Solteiro,0,Médio,2007,Autônomo,12,Cartão,4657,7,Bom,Não,792
CLI001101,18,Feminino,Solteiro,3,Médio,2897,Servidor Público,0,Pessoal,3218,24,Ruim,Sim,368
CLI001102,26,Feminino,Solteiro,1,Médio,2635,CLT,2,Veículo,26793,32,Regular,Não,727
CLI001103,35,Masculino,Casado,1,Pós-graduação,6445,CLT,6,Cartão,1759,9,Bom,Não,850
CLI001104,56,Feminino,Viúvo,2,Médio,4629,Servidor Público,18,Pessoal,9949,22,Ruim,Não,514
CLI001105,41,Masculino,Viúvo,0,Superior,5371,Servidor Público,16,Pessoal,7663,37,Bom,Não,850
CLI001106,52,Masculino,Casado,3,Pós-graduação,11250,Autônomo,21,Cartão,535,9,Ruim,Não,530
CLI001107,22,Feminino,Solteiro,2,Médio,2611,Autônomo,3,Cartão,2685,8,Bom,Sim,629
CLI001108,33,Masculino,Casado,3,Pós-graduação,6083,CLT,1,Cartão,5021,8,Bom,Não,850
CLI001109,49,Feminino,Divorciado,2,Superior,5392,CLT,26,Cartão,4376,8,Bom,Não,850
CLI001110,25,Masculino,Casado,2,Superior,4245,Servidor Público,0,Pessoal,10859,21,Regular,Não,762
CLI001111,33,Masculino,Solteiro,1,Superior,3334,CLT,7,Veículo,58850,40,Regular,Não,769
CLI001112,31,Masculino,Solteiro,2,Pós-graduação,5218,CLT,12,Consignado,2598,14,Regular,Não,844
CLI001113,69,Masculino,Divorciado,1,Médio,2280,Aposentado,0,Consignado,3034,42,Ruim,Não,455
CLI001114,71,Feminino,Viúvo,1,Fundamental,1127,Aposentado,0,Pessoal,1572,29,Regular,Sim,507
CLI001115,20,Masculino,Solteiro,3,Superior,3335,CLT,0,Veículo,65706,40,Bom,Não,850
CLI001116,37,Feminino,Casado,2,Pós-graduação,4569,Autônomo,18,Cartão,718,9,Bom,Não,843
CLI001117,75,Masculino,Casado,2,Pós-graduação,5534,Aposentado,0,Consignado,3160,26,Bom,Não,850
CLI001118,27,Feminino,Solteiro,0,Médio,1962,Autônomo,2,Consignado,4818,47,Bom,Não,736
CLI001119,26,Masculino,Solteiro,0,Médio,2944,Autônomo,0,Cartão,2682,7,Bom,Sim,635
CLI001120,62,Feminino,Solteiro,3,Médio,3359,CLT,27,Cartão,4747,11,Ruim,Não,478
CLI001121,21,Feminino,Solteiro,0,Superior,4443,CLT,0,Veículo,29645,27,Regular,Sim,595
CLI001122,32,Masculino,Solteiro,2,Médio,3097,Servidor Público,1,Cartão,1608,10,Regular,Não,773
CLI001123,41,Masculino,Divorciado,2,Médio,3311,Autônomo,0,Consignado,8289,25,Regular,Sim,536
CLI001124,58,Feminino,Solteiro,3,Superior,5232,Servidor Público,1,Cartão,2765,6,Bom,Não,850
CLI001125,58,Masculino,Viúvo,3,Fundamental,2735,Servidor Público,30,Pessoal,8323,42,Bom,Não,850
CLI001126,36,Feminino,Solteiro,2,Superior,3113,CLT,2,Cartão,4240,10,Bom,Não,850
CLI001127,27,Masculino,Casado,3,Superior,3359,CLT,1,Cartão,1428,11,Regular,Não,741
CLI001128,56,Feminino,Viúvo,0,Fundamental,2321,CLT,17,Consignado,6299,34,Ruim,Sim,326
CLI001129,65,Masculino,Divorciado,0,Fundamental,2422,Servidor Público,24,Pessoal,2974,13,Ruim,Não,508
CLI001130,44,Feminino,Casado,0,Pós-graduação,10762,Servidor Público,9,Veículo,41501,45,Bom,Não,850
CLI001131,64,Feminino,Divorciado,0,Médio,3015,Autônomo,23,Pessoal,1808,19,Regular,Não,683
CLI001132,59,Masculino,Divorciado,0,Fundamental,2629,Autônomo,16,Consignado,3607,15,Ruim,Não,401
CLI001133,30,Feminino,Solteiro,1,Superior,4708,Servidor Público,0,Veículo,55859,29,Bom,Sim,751
CLI001134,71,Masculino,Viúvo,2,Pós-graduação,5706,Aposentado,0,Cartão,5160,9,Regular,Não,767
CLI001135,71,Feminino,Viúvo,3,Superior,3073,Aposentado,0,Consignado,3616,31,Regular,Não,739
CLI001136,58,Masculino,Viúvo,2,Médio,4042,Servidor Público,22,Consignado,2299,34,Regular,Não,765
CLI001137,48,Masculino,Casado,0,Superior,3656,Autônomo,19,Pessoal,7814,19,Regular,Não,730
CLI001138,49,Feminino,Casado,1,Médio,3030,CLT,3,Pessoal,3288,13,Ruim,Não,496
CLI001139,51,Masculino,Casado,3,Pós-graduação,6129,CLT,11,Consignado,6719,16,Regular,Não,809
CLI001140,54,Masculino,Casado,1,Pós-graduação,10076,Servidor Público,6,Pessoal,14677,42,Regular,Não,850
CLI001141,19,Feminino,Solteiro,3,Superior,5082,Autônomo,0,Consignado,10043,19,Regular,Não,711
CLI001142,49,Masculino,Casado,3,Superior,4830,Servidor Público,8,Cartão,792,7,Ruim,Não,555
CLI001143,23,Feminino,Solteiro,2,Superior,4741,Autônomo,4,Veículo,22336,28,Regular,Sim,536
CLI001144,63,Feminino,Divorciado,0,Fundamental,2232,Servidor Público,30,Cartão,4906,8,Regular,Sim,598
CLI001145,30,Feminino,Casado,0,Médio,2303,Autônomo,8,Consignado,4217,32,Regular,Não,692
CLI001146,34,Masculino,Casado,3,Superior,5328,Servidor Público,3,Cartão,4451,11,Bom,Não,850
CLI001147,52,Masculino,Divorciado,2,Médio,2893,Servidor Público,27,Consignado,7304,32,Bom,Não,850
CLI001148,41,Feminino,Casado,1,Pós-graduação,9640,Servidor Público,20,Cartão,999,9,Bom,Não,850
CLI001149,37,Masculino,Solteiro,1,Médio,2448,Autônomo,3,Pessoal,7000,32,Regular,Não,707
CLI001150,18,Masculino,Solteiro,3,Médio,2495,Servidor Público,0,Consignado,5800,48,Ruim,Sim,335
CLI001151,36,Masculino,Casado,2,Superior,4177,Servidor Público,17,Consignado,8312,32,Bom,Não,850
CLI001152,18,Masculino,Solteiro,0,Médio,2795,Autônomo,0,Veículo,38518,31,Bom,Não,774
CLI001153,30,Feminino,Solteiro,2,Superior,2060,Autônomo,6,Cartão,5087,11,Regular,Não,707
CLI001154,55,Masculino,Solteiro,0,Fundamental,2599,Servidor Público,7,Cartão,4767,7,Ruim,Não,494
CLI001155,39,Masculino,Solteiro,0,Superior,3478,CLT,12,Cartão,1281,12,Regular,Não,763
CLI001156,34,Masculino,Casado,2,Médio,2863,Servidor Público,5,Veículo,20894,38,Ruim,Não,521
CLI001157,62,Masculino,Divorciado,0,Médio,3453,CLT,30,Consignado,3952,47,Bom,Não,817
CLI001158,20,Feminino,Casado,3,Superior,2883,Autônomo,0,Pessoal,5675,40,Bom,Não,784
CLI001159,51,Feminino,Divorciado,3,Fundamental,1535,CLT,30,Veículo,25408,33,Regular,Sim,519
CLI001160,29,Feminino,Solteiro,2,Superior,5782,Servidor Público,7,Consignado,12012,25,Regular,Não,790
CLI001161,45,Feminino,Divorciado,0,Médio,2841,Autônomo,14,Veículo,25720,35,Bom,Sim,631
CLI001162,49,Masculino,Viúvo,1,Pós-graduação,5894,Autônomo,22,Cartão,4848,8,Ruim,Não,531
CLI001163,18,Masculino,Solteiro,1,Médio,2947,Servidor Público,0,Cartão,1376,12,Bom,Não,837
CLI001164,73,Feminino,Casado,0,Superior,4096,Aposentado,0,Pessoal,1640,25,Bom,Não,822
CLI001165,47,Feminino,Solteiro,3,Médio,2208,CLT,8,Cartão,790,12,Bom,Não,841
CLI001166,36,Masculino,Solteiro,0,Superior,3514,CLT,17,Consignado,8195,22,Ruim,Não,545
CLI001167,36,Masculino,Casado,1,Pós-graduação,5607,CLT,11,Consignado,8092,18,Ruim,Não,609
CLI001168,57,Feminino,Viúvo,3,Médio,4472,Servidor Público,2,Veículo,51657,42,Regular,Não,758
CLI001169,41,Masculino,Solteiro,1,Médio,2183,CLT,15,Pessoal,6653,15,Regular,Não,750
CLI001170,32,Masculino,Casado,3,Superior,4878,Autônomo,8,Cartão,3366,10,Regular,Não,732
CLI001171,28,Feminino,Casado,2,Médio,1828,Autônomo,4,Cartão,3816,7,Bom,Não,735
CLI001172,74,Masculino,Divorciado,0,Pós-graduação,6430,Aposentado,0,Consignado,7104,23,Bom,Não,850
CLI001173,54,Feminino,Viúvo,1,Fundamental,1868,Autônomo,28,Veículo,28024,30,Regular,Sim,489
CLI001174,71,Feminino,Divorciado,3,Pós-graduação,6332,Aposentado,0,Consignado,11067,33,Regular,Não,793
CLI001175,39,Feminino,Solteiro,2,Pós-graduação,6847,CLT,12,Consignado,6006,37,Bom,Não,850
CLI001176,68,Feminino,Solteiro,1,Fundamental,1574,Aposentado,0,Cartão,1975,6,Ruim,Não,417
CLI001177,33,Masculino,Casado,3,Pós-graduação,6889,Servidor Público,13,Veículo,60443,47,Regular,Não,850
CLI001178,48,Masculino,Solteiro,3,Pós-graduação,5798,Autônomo,13,Consignado,12506,26,Ruim,Sim,395
CLI001179,64,Feminino,Solteiro,2,Médio,3339,Servidor Público,23,Consignado,5008,22,Bom,Não,850
CLI001180,58,Feminino,Divorciado,2,Superior,4675,Autônomo,15,Cartão,2214,9,Regular,Não,691
CLI001181,30,Feminino,Casado,2,Médio,2621,CLT,2,Consignado,5809,46,Regular,Não,770
CLI001182,41,Masculino,Divorciado,0,Pós-graduação,10205,Servidor Público,20,Veículo,49691,42,Bom,Não,850
CLI001183,53,Feminino,Divorciado,3,Pós-graduação,4753,Autônomo,29,Consignado,4438,24,Regular,Não,713
CLI001184,49,Feminino,Viúvo,3,Médio,2795,Autônomo,27,Cartão,3066,12,Bom,Não,791
CLI001185,31,Masculino,Casado,3,Médio,2339,CLT,11,Cartão,1412,9,Bom,Não,850
CLI001186,48,Feminino,Casado,2,Pós-graduação,7178,CLT,23,Veículo,31650,29,Regular,Sim,670
CLI001187,60,Masculino,Casado,1,Fundamental,1054,Autônomo,12,Pessoal,2521,21,Regular,Não,638
CLI001188,74,Masculino,Viúvo,3,Médio,2160,Aposentado,0,Consignado,4928,12,Ruim,Sim,300
CLI001189,57,Masculino,Divorciado,0,Pós-graduação,12218,Servidor Público,28,Veículo,29054,35,Ruim,Não,604
CLI001190,39,Masculino,Solteiro,2,Superior,3528,CLT,11,Cartão,925,7,Bom,Não,850
CLI001191,29,Masculino,Casado,0,Médio,2245,Autônomo,0,Cartão,5039,8,Ruim,Sim,300
CLI001192,40,Masculino,Viúvo,0,Pós-graduação,7380,Servidor Público,20,Consignado,5959,32,Regular,Não,850
CLI001193,49,Feminino,Casado,1,Pós-graduação,6257,Autônomo,14,Consignado,8319,37,Ruim,Não,541
CLI001194,68,Masculino,Solteiro,3,Superior,3868,Aposentado,0,Veículo,24125,30,Bom,Sim,689
CLI001195,40,Feminino,Solteiro,1,Pós-graduação,5458,CLT,15,Pessoal,4218,17,Bom,Não,850
CLI001196,31,Masculino,Casado,2,Pós-graduação,6052,CLT,5,Cartão,3469,12,Regular,Não,847
CLI001197,28,Feminino,Casado,0,Médio,2608,CLT,6,Veículo,50242,29,Bom,Não,818
CLI001198,30,Masculino,Solteiro,0,Médio,3092,Servidor Público,5,Veículo,34981,47,Ruim,Não,515
CLI001199,35,Feminino,Casado,2,Superior,3610,CLT,6,Veículo,69132,26,Ruim,Sim,400
CLI001200,42,Masculino,Viúvo,1,Pós-graduação,8080,Servidor Público,4,Pessoal,22838,18,Bom,Não,850
CLI001201,24,Feminino,Solteiro,3,Superior,4428,Servidor Público,1,Veículo,23292,29,Regular,Não,764
CLI001202,53,Masculino,Solteiro,3,Médio,4022,Servidor Público,23,Cartão,3215,9,Bom,Não,850
CLI001203,61,Feminino,Solteiro,1,Superior,5162,Autônomo,30,Cartão,3108,10,Regular,Não,729
CLI001204,55,Masculino,Solteiro,2,Médio,2171,CLT,0,Pessoal,5900,22,Ruim,Não,491
CLI001205,19,Masculino,Casado,3,Superior,4791,Servidor Público,0,Cartão,1383,12,Bom,Não,850
CLI001206,75,Feminino,Casado,0,Superior,3432,Aposentado,0,Cartão,1429,8,Ruim,Sim,300
CLI001207,24,Masculino,Solteiro,1,Médio,1219,Autônomo,1,Pessoal,2562,23,Ruim,Sim,300
CLI001208,26,Masculino,Solteiro,1,Médio,2588,Servidor Público,7,Consignado,4660,15,Ruim,Não,490
CLI001209,37,Masculino,Casado,0,Pós-graduação,6083,Autônomo,7,Veículo,68261,29,Regular,Não,767
CLI001210,63,Feminino,Solteiro,1,Superior,7693,Servidor Público,30,Pessoal,17904,20,Regular,Não,801
CLI001211,35,Masculino,Solteiro,2,Pós-graduação,5048,CLT,3,Consignado,8858,39,Bom,Não,850
CLI001212,40,Feminino,Casado,0,Superior,4074,Servidor Público,16,Consignado,6334,24,Regular,Não,796
CLI001213,44,Masculino,Solteiro,1,Médio,3728,Servidor Público,18,Pessoal,6575,31,Bom,Não,850
CLI001214,74,Masculino,Viúvo,0,Pós-graduação,5503,Aposentado,0,Consignado,11308,36,Bom,Não,850
CLI001215,61,Masculino,Divorciado,3,Superior,7711,Servidor Público,18,Pessoal,17809,17,Ruim,Não,566
CLI001216,64,Feminino,Solteiro,2,Superior,5752,CLT,30,Pessoal,13319,18,Bom,Não,850
CLI001217,52,Feminino,Solteiro,0,Superior,5009,CLT,24,Veículo,56775,38,Bom,Não,850
CLI001218,46,Feminino,Viúvo,1,Superior,3854,Autônomo,14,Pessoal,1914,26,Bom,Não,818
CLI001219,44,Masculino,Casado,3,Médio,3810,Servidor Público,23,Veículo,23590,27,Bom,Não,850
CLI001220,66,Masculino,Solteiro,2,Pós-graduação,5604,Aposentado,0,Cartão,5375,11,Ruim,Sim,396
CLI001221,71,Masculino,Viúvo,1,Superior,3887,Aposentado,0,Cartão,1135,10,Bom,Não,811
CLI001222,64,Feminino,Solteiro,0,Fundamental,2186,CLT,30,Pessoal,1203,35,Ruim,Sim,332
CLI001223,69,Masculino,Solteiro,2,Pós-graduação,6422,Aposentado,0,Consignado,4237,27,Bom,Não,850
CLI001224,70,Feminino,Divorciado,3,Médio,2139,Aposentado,0,Pessoal,3967,17,Ruim,Sim,306
CLI001225,68,Feminino,Casado,3,Superior,3272,Aposentado,0,Consignado,4192,44,Bom,Não,836
CLI001226,47,Feminino,Solteiro,3,Pós-graduação,7585,CLT,16,Veículo,41340,41,Bom,Sim,805
CLI001227,65,Masculino,Casado,3,Médio,2588,CLT,17,Pessoal,8338,42,Bom,Não,850
CLI001228,71,Masculino,Viúvo,2,Médio,2281,Aposentado,0,Consignado,4175,26,Regular,Sim,538
CLI001229,63,Feminino,Casado,2,Médio,3271,CLT,30,Cartão,912,6,Regular,Não,712
CLI001230,70,Feminino,Solteiro,0,Fundamental,1610,Aposentado,0,Veículo,27057,43,Bom,Sim,586
CLI001231,60,Feminino,Viúvo,2,Médio,2389,CLT,11,Pessoal,4445,28,Bom,Não,841
CLI001232,43,Feminino,Viúvo,3,Pós-graduação,9540,Autônomo,2,Cartão,3997,12,Bom,Não,850
CLI001233,22,Masculino,Solteiro,1,Superior,3331,CLT,1,Cartão,5029,8,Ruim,Não,503
CLI001234,59,Masculino,Solteiro,1,Fundamental,2638,Servidor Público,30,Cartão,5035,7,Ruim,Não,498
CLI001235,65,Feminino,Casado,1,Superior,5644,CLT,2,Pessoal,6675,40,Bom,Não,850
CLI001236,43,Feminino,Divorciado,1,Médio,2596,Autônomo,19,Pessoal,3949,28,Bom,Não,802
CLI001237,28,Masculino,Solteiro,0,Médio,1872,Autônomo,8,Veículo,61743,48,Ruim,Sim,300
CLI001238,25,Feminino,Casado,0,Médio,2441,Autônomo,4,Cartão,4807,8,Bom,Não,775
CLI001239,65,Feminino,Solteiro,2,Fundamental,2534,Servidor Público,30,Consignado,4563,38,Bom,Não,850
CLI001240,55,Masculino,Viúvo,1,Superior,5610,Servidor Público,3,Consignado,4450,24,Bom,Não,850
CLI001241,66,Masculino,Divorciado,2,Fundamental,1257,Aposentado,0,Cartão,1132,11,Bom,Não,755
CLI001242,46,Masculino,Viúvo,0,Médio,2825,CLT,7,Consignado,3981,24,Bom,Não,850
CLI001243,69,Feminino,Viúvo,2,Superior,3587,Aposentado,0,Veículo,39614,47,Bom,Sim,652
CLI001244,70,Masculino,Casado,1,Fundamental,1585,Aposentado,0,Consignado,2012,25,Bom,Não,757
CLI001245,72,Feminino,Viúvo,3,Pós-graduação,4441,Aposentado,0,Cartão,3503,7,Bom,Não,848
CLI001246,75,Masculino,Solteiro,0,Superior,3854,Aposentado,0,Consignado,3271,23,Regular,Sim,573
CLI001247,70,Masculino,Casado,0,Fundamental,1233,Aposentado,0,Cartão,3982,6,Regular,Sim,515
CLI001248,49,Feminino,Divorciado,2,Pós-graduação,8155,CLT,16,Veículo,44020,29,Bom,Sim,788
CLI001249,68,Feminino,Viúvo,2,Superior,2951,Aposentado,0,Consignado,6338,39,Bom,Não,807
CLI001250,39,Masculino,Casado,0,Superior,3791,Autônomo,1,Pessoal,1751,14,Bom,Não,825
CLI001251,73,Masculino,Casado,1,Fundamental,1652,Aposentado,0,Consignado,4073,13,Bom,Não,750
CLI001252,28,Feminino,Casado,2,Superior,3047,CLT,0,Consignado,4332,21,Bom,Não,840
